ID;PORTFOLIO_NUMBER;PORTFOLIO_NAME;PORTFOLIO_SHARES;ISIN;COMPANY_NAME;SECTOR_LV1;SECTOR_LV2;WEIGHT_FLAG;WEIGHTING;NAICS_NUM;NAICS_NAME;SCENARIO;ADAPTIVE_CAP;REGION;COUNTRY;TECHNOLOGY;YEAR;EBITDA;EBIT;DEPRECIATION;SALES;VOLUME
11;5;DAX UTF 1C Fond;0.0838160136286201;DE2977430224;Bilbo & Co. KG;31-33 MANUFACTURING;336 - TRANSPORTATION EQUIPMENT MANUFACTURING;ISIN_IMPACT;0.0000387546041764798;336111;Automobile Manufacturing;1.8C;ACHIEVER;Latin America;BR;HYB Luxury/Sports Car;2019;0.0000387546041764798;0.0000387546041764798;0.0000387546041764798;0.0000387546041764798;0.0000406308932575104
12;5;DAX UTF 1C Fond;0.0838160136286201;DE2977430224;Bilbo & Co. KG;31-33 MANUFACTURING;336 - TRANSPORTATION EQUIPMENT MANUFACTURING;ISIN_IMPACT;0.0000387546041764798;336111;Automobile Manufacturing;1.8C;ACHIEVER;Latin America;BR;HYB Luxury/Sports Car;2025;0.0000387546041764798;0.0000387546041764798;0.0000387546041764798;0.0000387546041764798;0.0000406308932575104
13;5;DAX UTF 1C Fond;0.0838160136286201;DE2977430224;Bilbo & Co. KG;31-33 MANUFACTURING;336 - TRANSPORTATION EQUIPMENT MANUFACTURING;ISIN_IMPACT;0.0000387546041764798;336111;Automobile Manufacturing;1.8C;ACHIEVER;Latin America;BR;HYB Luxury/Sports Car;2030;0.0000387546041764798;0.0000387546041764798;0.0000387546041764798;0.0000387546041764798;0.0000406308932575104
14;5;DAX UTF 1C Fond;0.0838160136286201;DE2977430224;Bilbo & Co. KG;31-33 MANUFACTURING;336 - TRANSPORTATION EQUIPMENT MANUFACTURING;ISIN_IMPACT;0.0000387546041764798;336111;Automobile Manufacturing;1.8C;ACHIEVER;Latin America;BR;HYB Luxury/Sports Car;2040;0.0000387546041764798;0.0000387546041764798;0.0000387546041764798;0.0000387546041764798;0.0000406308932575104
15;5;DAX UTF 1C Fond;0.0838160136286201;DE2977430224;Bilbo & Co. KG;31-33 MANUFACTURING;336 - TRANSPORTATION EQUIPMENT MANUFACTURING;ISIN_IMPACT;0.0000387546041764798;336111;Automobile Manufacturing;1.8C;ACHIEVER;Latin America;BR;HYB Luxury/Sports Car;2050;0.0000387546041764798;0.0000387546041764798;0.0000387546041764798;0.0000387546041764798;0.0000406308932575104
16;5;DAX UTF 1C Fond;0.0838160136286201;DE2977430224;Bilbo & Co. KG;31-33 MANUFACTURING;336 - TRANSPORTATION EQUIPMENT MANUFACTURING;ISIN_IMPACT;0.0000387546041764798;336111;Automobile Manufacturing;1.8C;INACTION;Africa;ZA;HYB Luxury/Sports Car;2019;0.0000387546041764798;0.0000387546041764798;0.0000387546041764798;0.0000387546041764798;0.0000406308932575104
17;5;DAX UTF 1C Fond;0.0838160136286201;DE2977430224;Bilbo & Co. KG;31-33 MANUFACTURING;336 - TRANSPORTATION EQUIPMENT MANUFACTURING;ISIN_IMPACT;0.0000387546041764798;336111;Automobile Manufacturing;1.8C;INACTION;Africa;ZA;HYB Luxury/Sports Car;2025;0.0000378905009657326;0.0000378905009657326;0.0000378905009657326;0.0000387546041764798;0.0000406308932575104
18;5;DAX UTF 1C Fond;0.0838160136286201;DE2977430224;Bilbo & Co. KG;31-33 MANUFACTURING;336 - TRANSPORTATION EQUIPMENT MANUFACTURING;ISIN_IMPACT;0.0000387546041764798;336111;Automobile Manufacturing;1.8C;INACTION;Africa;ZA;HYB Luxury/Sports Car;2030;0.0000376056949103053;0.0000376056949103053;0.0000376056949103053;0.0000387546041764798;0.0000406308932575104
19;5;DAX UTF 1C Fond;0.0838160136286201;DE2977430224;Bilbo & Co. KG;31-33 MANUFACTURING;336 - TRANSPORTATION EQUIPMENT MANUFACTURING;ISIN_IMPACT;0.0000387546041764798;336111;Automobile Manufacturing;1.8C;INACTION;Africa;ZA;HYB Luxury/Sports Car;2040;0.0000315721636359144;0.0000315721636359144;0.0000315721636359144;0.0000371464927782014;0.0000406308932575104
20;5;DAX UTF 1C Fond;0.0838160136286201;DE2977430224;Bilbo & Co. KG;31-33 MANUFACTURING;336 - TRANSPORTATION EQUIPMENT MANUFACTURING;ISIN_IMPACT;0.0000387546041764798;336111;Automobile Manufacturing;1.8C;INACTION;Africa;ZA;HYB Luxury/Sports Car;2050;0.0000273472454814725;0.0000273472454814725;0.0000273472454814725;0.0000334721559520614;0.0000406308932575104
21;5;DAX UTF 1C Fond;0.0838160136286201;DE2977430224;Bilbo & Co. KG;31-33 MANUFACTURING;336 - TRANSPORTATION EQUIPMENT MANUFACTURING;ISIN_IMPACT;0.0000387546041764798;336111;Automobile Manufacturing;1.8C;INACTION;Eurasia;RU;HYB Luxury/Sports Car;2019;0.0000387546041764798;0.0000387546041764798;0.0000387546041764798;0.0000387546041764798;0.0000406308932575104
22;5;DAX UTF 1C Fond;0.0838160136286201;DE2977430224;Bilbo & Co. KG;31-33 MANUFACTURING;336 - TRANSPORTATION EQUIPMENT MANUFACTURING;ISIN_IMPACT;0.0000387546041764798;336111;Automobile Manufacturing;1.8C;INACTION;Eurasia;RU;HYB Luxury/Sports Car;2025;0.0000373275652360267;0.0000373275652360267;0.0000373275652360267;0.0000387546041764798;0.0000406308932575104
23;5;DAX UTF 1C Fond;0.0838160136286201;DE2977430224;Bilbo & Co. KG;31-33 MANUFACTURING;336 - TRANSPORTATION EQUIPMENT MANUFACTURING;ISIN_IMPACT;0.0000387546041764798;336111;Automobile Manufacturing;1.8C;INACTION;Eurasia;RU;HYB Luxury/Sports Car;2030;0.0000372807551476518;0.0000372807551476518;0.0000372807551476518;0.0000387546041764798;0.0000406308932575104
24;5;DAX UTF 1C Fond;0.0838160136286201;DE2977430224;Bilbo & Co. KG;31-33 MANUFACTURING;336 - TRANSPORTATION EQUIPMENT MANUFACTURING;ISIN_IMPACT;0.0000387546041764798;336111;Automobile Manufacturing;1.8C;INACTION;Eurasia;RU;HYB Luxury/Sports Car;2040;0.0000311274810178764;0.0000311274810178764;0.0000311274810178764;0.0000368183719167503;0.0000406308932575104
25;5;DAX UTF 1C Fond;0.0838160136286201;DE2977430224;Bilbo & Co. KG;31-33 MANUFACTURING;336 - TRANSPORTATION EQUIPMENT MANUFACTURING;ISIN_IMPACT;0.0000387546041764798;336111;Automobile Manufacturing;1.8C;INACTION;Eurasia;RU;HYB Luxury/Sports Car;2050;0.0000278883118477565;0.0000278883118477565;0.0000278883118477565;0.0000337112173134666;0.0000406308932575104
26;5;DAX UTF 1C Fond;0.0838160136286201;DE2977430224;Bilbo & Co. KG;31-33 MANUFACTURING;336 - TRANSPORTATION EQUIPMENT MANUFACTURING;ISIN_IMPACT;0.0000387546041764798;336111;Automobile Manufacturing;1.8C;INACTION;Latin America;BR;HYB Luxury/Sports Car;2019;0.0000387546041764798;0.0000387546041764798;0.0000387546041764798;0.0000387546041764798;0.0000406308932575104
27;5;DAX UTF 1C Fond;0.0838160136286201;DE2977430224;Bilbo & Co. KG;31-33 MANUFACTURING;336 - TRANSPORTATION EQUIPMENT MANUFACTURING;ISIN_IMPACT;0.0000387546041764798;336111;Automobile Manufacturing;1.8C;INACTION;Latin America;BR;HYB Luxury/Sports Car;2025;0.0000374010968714837;0.0000374010968714837;0.0000374010968714837;0.0000387546041764798;0.0000406308932575104
28;5;DAX UTF 1C Fond;0.0838160136286201;DE2977430224;Bilbo & Co. KG;31-33 MANUFACTURING;336 - TRANSPORTATION EQUIPMENT MANUFACTURING;ISIN_IMPACT;0.0000387546041764798;336111;Automobile Manufacturing;1.8C;INACTION;Latin America;BR;HYB Luxury/Sports Car;2030;0.0000373037501964481;0.0000373037501964481;0.0000373037501964481;0.0000387546041764798;0.0000406308932575104
29;5;DAX UTF 1C Fond;0.0838160136286201;DE2977430224;Bilbo & Co. KG;31-33 MANUFACTURING;336 - TRANSPORTATION EQUIPMENT MANUFACTURING;ISIN_IMPACT;0.0000387546041764798;336111;Automobile Manufacturing;1.8C;INACTION;Latin America;BR;HYB Luxury/Sports Car;2040;0.000031331506522391;0.000031331506522391;0.000031331506522391;0.0000370933495184124;0.0000406308932575104
30;5;DAX UTF 1C Fond;0.0838160136286201;DE2977430224;Bilbo & Co. KG;31-33 MANUFACTURING;336 - TRANSPORTATION EQUIPMENT MANUFACTURING;ISIN_IMPACT;0.0000387546041764798;336111;Automobile Manufacturing;1.8C;INACTION;Latin America;BR;HYB Luxury/Sports Car;2050;0.0000277349793396144;0.0000277349793396144;0.0000277349793396144;0.0000338025219387553;0.0000406308932575104
31;5;DAX UTF 1C Fond;0.0838160136286201;DE2977430224;Bilbo & Co. KG;31-33 MANUFACTURING;336 - TRANSPORTATION EQUIPMENT MANUFACTURING;ISIN_IMPACT;0.0000387546041764798;336111;Automobile Manufacturing;1.8C;MAINSTREAM;Africa;ZA;HYB Luxury/Sports Car;2019;0.0000387546041764798;0.0000387546041764798;0.0000387546041764798;0.0000387546041764798;0.0000406308932575104
32;5;DAX UTF 1C Fond;0.0838160136286201;DE2977430224;Bilbo & Co. KG;31-33 MANUFACTURING;336 - TRANSPORTATION EQUIPMENT MANUFACTURING;ISIN_IMPACT;0.0000387546041764798;336111;Automobile Manufacturing;1.8C;MAINSTREAM;Africa;ZA;HYB Luxury/Sports Car;2025;0.0000387546041764798;0.0000387546041764798;0.0000387546041764798;0.0000387546041764798;0.0000406308932575104
33;5;DAX UTF 1C Fond;0.0838160136286201;DE2977430224;Bilbo & Co. KG;31-33 MANUFACTURING;336 - TRANSPORTATION EQUIPMENT MANUFACTURING;ISIN_IMPACT;0.0000387546041764798;336111;Automobile Manufacturing;1.8C;MAINSTREAM;Africa;ZA;HYB Luxury/Sports Car;2030;0.0000387546041764798;0.0000387546041764798;0.0000387546041764798;0.0000387546041764798;0.0000406308932575104
34;5;DAX UTF 1C Fond;0.0838160136286201;DE2977430224;Bilbo & Co. KG;31-33 MANUFACTURING;336 - TRANSPORTATION EQUIPMENT MANUFACTURING;ISIN_IMPACT;0.0000387546041764798;336111;Automobile Manufacturing;1.8C;MAINSTREAM;Africa;ZA;HYB Luxury/Sports Car;2040;0.0000387546041764798;0.0000387546041764798;0.0000387546041764798;0.0000387546041764798;0.0000406308932575104
35;5;DAX UTF 1C Fond;0.0838160136286201;DE2977430224;Bilbo & Co. KG;31-33 MANUFACTURING;336 - TRANSPORTATION EQUIPMENT MANUFACTURING;ISIN_IMPACT;0.0000387546041764798;336111;Automobile Manufacturing;1.8C;MAINSTREAM;Africa;ZA;HYB Luxury/Sports Car;2050;0.0000387546041764798;0.0000387546041764798;0.0000387546041764798;0.0000387546041764798;0.0000406308932575104
36;5;DAX UTF 1C Fond;0.0838160136286201;DE2977430224;Bilbo & Co. KG;31-33 MANUFACTURING;336 - TRANSPORTATION EQUIPMENT MANUFACTURING;ISIN_IMPACT;0.0000387546041764798;336111;Automobile Manufacturing;1.8C;MAINSTREAM;Eurasia;RU;HYB Luxury/Sports Car;2019;0.0000387546041764798;0.0000387546041764798;0.0000387546041764798;0.0000387546041764798;0.0000406308932575104
37;5;DAX UTF 1C Fond;0.0838160136286201;DE2977430224;Bilbo & Co. KG;31-33 MANUFACTURING;336 - TRANSPORTATION EQUIPMENT MANUFACTURING;ISIN_IMPACT;0.0000387546041764798;336111;Automobile Manufacturing;1.8C;MAINSTREAM;Eurasia;RU;HYB Luxury/Sports Car;2025;0.0000387546041764798;0.0000387546041764798;0.0000387546041764798;0.0000387546041764798;0.0000406308932575104
38;5;DAX UTF 1C Fond;0.0838160136286201;DE2977430224;Bilbo & Co. KG;31-33 MANUFACTURING;336 - TRANSPORTATION EQUIPMENT MANUFACTURING;ISIN_IMPACT;0.0000387546041764798;336111;Automobile Manufacturing;1.8C;MAINSTREAM;Eurasia;RU;HYB Luxury/Sports Car;2030;0.0000387546041764798;0.0000387546041764798;0.0000387546041764798;0.0000387546041764798;0.0000406308932575104
39;5;DAX UTF 1C Fond;0.0838160136286201;DE2977430224;Bilbo & Co. KG;31-33 MANUFACTURING;336 - TRANSPORTATION EQUIPMENT MANUFACTURING;ISIN_IMPACT;0.0000387546041764798;336111;Automobile Manufacturing;1.8C;MAINSTREAM;Eurasia;RU;HYB Luxury/Sports Car;2040;0.0000387546041764798;0.0000387546041764798;0.0000387546041764798;0.0000387546041764798;0.0000406308932575104
40;5;DAX UTF 1C Fond;0.0838160136286201;DE2977430224;Bilbo & Co. KG;31-33 MANUFACTURING;336 - TRANSPORTATION EQUIPMENT MANUFACTURING;ISIN_IMPACT;0.0000387546041764798;336111;Automobile Manufacturing;1.8C;MAINSTREAM;Eurasia;RU;HYB Luxury/Sports Car;2050;0.0000387546041764798;0.0000387546041764798;0.0000387546041764798;0.0000387546041764798;0.0000406308932575104
41;5;DAX UTF 1C Fond;0.0838160136286201;DE2977430224;Bilbo & Co. KG;31-33 MANUFACTURING;336 - TRANSPORTATION EQUIPMENT MANUFACTURING;ISIN_IMPACT;0.0000387546041764798;336111;Automobile Manufacturing;1.8C;MAINSTREAM;Latin America;BR;HYB Luxury/Sports Car;2019;0.0000387546041764798;0.0000387546041764798;0.0000387546041764798;0.0000387546041764798;0.0000406308932575104
42;5;DAX UTF 1C Fond;0.0838160136286201;DE2977430224;Bilbo & Co. KG;31-33 MANUFACTURING;336 - TRANSPORTATION EQUIPMENT MANUFACTURING;ISIN_IMPACT;0.0000387546041764798;336111;Automobile Manufacturing;1.8C;MAINSTREAM;Latin America;BR;HYB Luxury/Sports Car;2025;0.0000387546041764798;0.0000387546041764798;0.0000387546041764798;0.0000387546041764798;0.0000406308932575104
43;5;DAX UTF 1C Fond;0.0838160136286201;DE2977430224;Bilbo & Co. KG;31-33 MANUFACTURING;336 - TRANSPORTATION EQUIPMENT MANUFACTURING;ISIN_IMPACT;0.0000387546041764798;336111;Automobile Manufacturing;1.8C;MAINSTREAM;Latin America;BR;HYB Luxury/Sports Car;2030;0.0000387546041764798;0.0000387546041764798;0.0000387546041764798;0.0000387546041764798;0.0000406308932575104
44;5;DAX UTF 1C Fond;0.0838160136286201;DE2977430224;Bilbo & Co. KG;31-33 MANUFACTURING;336 - TRANSPORTATION EQUIPMENT MANUFACTURING;ISIN_IMPACT;0.0000387546041764798;336111;Automobile Manufacturing;1.8C;MAINSTREAM;Latin America;BR;HYB Luxury/Sports Car;2040;0.0000387546041764798;0.0000387546041764798;0.0000387546041764798;0.0000387546041764798;0.0000406308932575104
45;5;DAX UTF 1C Fond;0.0838160136286201;DE2977430224;Bilbo & Co. KG;31-33 MANUFACTURING;336 - TRANSPORTATION EQUIPMENT MANUFACTURING;ISIN_IMPACT;0.0000387546041764798;336111;Automobile Manufacturing;1.8C;MAINSTREAM;Latin America;BR;HYB Luxury/Sports Car;2050;0.0000387546041764798;0.0000387546041764798;0.0000387546041764798;0.0000387546041764798;0.0000406308932575104
46;5;DAX UTF 1C Fond;0.0838160136286201;DE2977430224;Bilbo & Co. KG;31-33 MANUFACTURING;336 - TRANSPORTATION EQUIPMENT MANUFACTURING;ISIN_IMPACT;0.0000387546041764798;336111;Automobile Manufacturing;2.0C;ACHIEVER;Africa;ZA;HYB Luxury/Sports Car;2019;0.0000387546041764798;0.0000387546041764798;0.0000387546041764798;0.0000387546041764798;0.0000406308932575104
47;5;DAX UTF 1C Fond;0.0838160136286201;DE2977430224;Bilbo & Co. KG;31-33 MANUFACTURING;336 - TRANSPORTATION EQUIPMENT MANUFACTURING;ISIN_IMPACT;0.0000387546041764798;336111;Automobile Manufacturing;2.0C;ACHIEVER;Africa;ZA;HYB Luxury/Sports Car;2025;0.0000387546041764798;0.0000387546041764798;0.0000387546041764798;0.0000387546041764798;0.0000406308932575104
48;5;DAX UTF 1C Fond;0.0838160136286201;DE2977430224;Bilbo & Co. KG;31-33 MANUFACTURING;336 - TRANSPORTATION EQUIPMENT MANUFACTURING;ISIN_IMPACT;0.0000387546041764798;336111;Automobile Manufacturing;2.0C;ACHIEVER;Africa;ZA;HYB Luxury/Sports Car;2030;0.0000387546041764798;0.0000387546041764798;0.0000387546041764798;0.0000387546041764798;0.0000406308932575104
49;5;DAX UTF 1C Fond;0.0838160136286201;DE2977430224;Bilbo & Co. KG;31-33 MANUFACTURING;336 - TRANSPORTATION EQUIPMENT MANUFACTURING;ISIN_IMPACT;0.0000387546041764798;336111;Automobile Manufacturing;2.0C;ACHIEVER;Africa;ZA;HYB Luxury/Sports Car;2040;0.0000387546041764798;0.0000387546041764798;0.0000387546041764798;0.0000387546041764798;0.0000406308932575104
50;5;DAX UTF 1C Fond;0.0838160136286201;DE2977430224;Bilbo & Co. KG;31-33 MANUFACTURING;336 - TRANSPORTATION EQUIPMENT MANUFACTURING;ISIN_IMPACT;0.0000387546041764798;336111;Automobile Manufacturing;2.0C;ACHIEVER;Africa;ZA;HYB Luxury/Sports Car;2050;0.0000387546041764798;0.0000387546041764798;0.0000387546041764798;0.0000387546041764798;0.0000406308932575104
51;5;DAX UTF 1C Fond;0.0838160136286201;DE2977430224;Bilbo & Co. KG;31-33 MANUFACTURING;336 - TRANSPORTATION EQUIPMENT MANUFACTURING;ISIN_IMPACT;0.0000387546041764798;336111;Automobile Manufacturing;2.0C;ACHIEVER;Eurasia;RU;HYB Luxury/Sports Car;2019;0.0000387546041764798;0.0000387546041764798;0.0000387546041764798;0.0000387546041764798;0.0000406308932575104
52;5;DAX UTF 1C Fond;0.0838160136286201;DE2977430224;Bilbo & Co. KG;31-33 MANUFACTURING;336 - TRANSPORTATION EQUIPMENT MANUFACTURING;ISIN_IMPACT;0.0000387546041764798;336111;Automobile Manufacturing;2.0C;ACHIEVER;Eurasia;RU;HYB Luxury/Sports Car;2025;0.0000387546041764798;0.0000387546041764798;0.0000387546041764798;0.0000387546041764798;0.0000406308932575104
53;5;DAX UTF 1C Fond;0.0838160136286201;DE2977430224;Bilbo & Co. KG;31-33 MANUFACTURING;336 - TRANSPORTATION EQUIPMENT MANUFACTURING;ISIN_IMPACT;0.0000387546041764798;336111;Automobile Manufacturing;2.0C;ACHIEVER;Eurasia;RU;HYB Luxury/Sports Car;2030;0.0000387546041764798;0.0000387546041764798;0.0000387546041764798;0.0000387546041764798;0.0000406308932575104
54;5;DAX UTF 1C Fond;0.0838160136286201;DE2977430224;Bilbo & Co. KG;31-33 MANUFACTURING;336 - TRANSPORTATION EQUIPMENT MANUFACTURING;ISIN_IMPACT;0.0000387546041764798;336111;Automobile Manufacturing;2.0C;ACHIEVER;Eurasia;RU;HYB Luxury/Sports Car;2040;0.0000387546041764798;0.0000387546041764798;0.0000387546041764798;0.0000387546041764798;0.0000406308932575104
55;5;DAX UTF 1C Fond;0.0838160136286201;DE2977430224;Bilbo & Co. KG;31-33 MANUFACTURING;336 - TRANSPORTATION EQUIPMENT MANUFACTURING;ISIN_IMPACT;0.0000387546041764798;336111;Automobile Manufacturing;2.0C;ACHIEVER;Eurasia;RU;HYB Luxury/Sports Car;2050;0.0000387546041764798;0.0000387546041764798;0.0000387546041764798;0.0000387546041764798;0.0000406308932575104
56;5;DAX UTF 1C Fond;0.0838160136286201;DE2977430224;Bilbo & Co. KG;31-33 MANUFACTURING;336 - TRANSPORTATION EQUIPMENT MANUFACTURING;ISIN_IMPACT;0.0000387546041764798;336111;Automobile Manufacturing;2.0C;ACHIEVER;Latin America;BR;HYB Luxury/Sports Car;2019;0.0000387546041764798;0.0000387546041764798;0.0000387546041764798;0.0000387546041764798;0.0000406308932575104
57;5;DAX UTF 1C Fond;0.0838160136286201;DE2977430224;Bilbo & Co. KG;31-33 MANUFACTURING;336 - TRANSPORTATION EQUIPMENT MANUFACTURING;ISIN_IMPACT;0.0000387546041764798;336111;Automobile Manufacturing;2.0C;ACHIEVER;Latin America;BR;HYB Luxury/Sports Car;2025;0.0000387546041764798;0.0000387546041764798;0.0000387546041764798;0.0000387546041764798;0.0000406308932575104
58;5;DAX UTF 1C Fond;0.0838160136286201;DE2977430224;Bilbo & Co. KG;31-33 MANUFACTURING;336 - TRANSPORTATION EQUIPMENT MANUFACTURING;ISIN_IMPACT;0.0000387546041764798;336111;Automobile Manufacturing;2.0C;ACHIEVER;Latin America;BR;HYB Luxury/Sports Car;2030;0.0000387546041764798;0.0000387546041764798;0.0000387546041764798;0.0000387546041764798;0.0000406308932575104
59;5;DAX UTF 1C Fond;0.0838160136286201;DE2977430224;Bilbo & Co. KG;31-33 MANUFACTURING;336 - TRANSPORTATION EQUIPMENT MANUFACTURING;ISIN_IMPACT;0.0000387546041764798;336111;Automobile Manufacturing;2.0C;ACHIEVER;Latin America;BR;HYB Luxury/Sports Car;2040;0.0000387546041764798;0.0000387546041764798;0.0000387546041764798;0.0000387546041764798;0.0000406308932575104
60;5;DAX UTF 1C Fond;0.0838160136286201;DE2977430224;Bilbo & Co. KG;31-33 MANUFACTURING;336 - TRANSPORTATION EQUIPMENT MANUFACTURING;ISIN_IMPACT;0.0000387546041764798;336111;Automobile Manufacturing;2.0C;ACHIEVER;Latin America;BR;HYB Luxury/Sports Car;2050;0.0000387546041764798;0.0000387546041764798;0.0000387546041764798;0.0000387546041764798;0.0000406308932575104
61;5;DAX UTF 1C Fond;0.0838160136286201;DE2977430224;Bilbo & Co. KG;31-33 MANUFACTURING;336 - TRANSPORTATION EQUIPMENT MANUFACTURING;ISIN_IMPACT;0.0000387546041764798;336111;Automobile Manufacturing;2.0C;INACTION;Africa;ZA;HYB Luxury/Sports Car;2019;0.0000387546041764798;0.0000387546041764798;0.0000387546041764798;0.0000387546041764798;0.0000406308932575104
62;5;DAX UTF 1C Fond;0.0838160136286201;DE2977430224;Bilbo & Co. KG;31-33 MANUFACTURING;336 - TRANSPORTATION EQUIPMENT MANUFACTURING;ISIN_IMPACT;0.0000387546041764798;336111;Automobile Manufacturing;2.0C;INACTION;Africa;ZA;HYB Luxury/Sports Car;2025;0.0000385302283809817;0.0000385302283809817;0.0000385302283809817;0.0000387546041764798;0.0000406308932575104
63;5;DAX UTF 1C Fond;0.0838160136286201;DE2977430224;Bilbo & Co. KG;31-33 MANUFACTURING;336 - TRANSPORTATION EQUIPMENT MANUFACTURING;ISIN_IMPACT;0.0000387546041764798;336111;Automobile Manufacturing;2.0C;INACTION;Africa;ZA;HYB Luxury/Sports Car;2030;0.0000387546041764798;0.0000387546041764798;0.0000387546041764798;0.0000387546041764798;0.0000406308932575104
64;5;DAX UTF 1C Fond;0.0838160136286201;DE2977430224;Bilbo & Co. KG;31-33 MANUFACTURING;336 - TRANSPORTATION EQUIPMENT MANUFACTURING;ISIN_IMPACT;0.0000387546041764798;336111;Automobile Manufacturing;2.0C;INACTION;Africa;ZA;HYB Luxury/Sports Car;2040;0.0000369381151945661;0.0000369381151945661;0.0000369381151945661;0.0000387546041764798;0.0000406308932575104
